V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_FS,Q1_FS_Ob,Q2_FS_Ob,Q3_FS_Ob,Q4_FS_Ra,Q5_FS_Ra,Q6_FS_Ra,Q7_FS_Op,Q8_FS_Op,Q9_FS_Op,Q10_FS_IQ,Q11_FS_IQ,Q12_FS_IQ,Q13_FS_In,Q14_FS_In,Q15_FS_In,Q16_FS_Co,Q17_FS_Co,Q18_FS_Co,Intro_MS,Q1_MS_Ob,Q2_MS_Ob,Q3_MS_Ob,Q4_MS_Ra,Q5_MS_Ra,Q6_MS_Ra,Q7_MS_Op,Q8_MS_Op,Q9_MS_Op,Q10_MS_IQ,Q11_MS_IQ,Q12_MS_IQ,Q13_MS_In,Q14_MS_In,Q15_MS_In,Q16_MS_Co,Q17_MS_Co,Q18_MS_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_5vhD2BERDmHzNm5,Default Response Set,,,,,0,6/20/2014 6:45,6/20/2014 6:53,1,,Female,1,1,,1,1,1,7,6,5,6,7,6,6,6,6,6,6,4,7,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,1,31,57,84,1,4,,,,
R_cMurdJ61XDSeuPj,Default Response Set,,,,,0,6/13/2014 8:40,6/13/2014 8:41,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_exG3WVRe9HLCF81,Default Response Set,,,,,0,6/20/2014 10:04,6/20/2014 10:13,1,,Female,1,1,,1,1,1,6,6,4,5,7,6,6,7,7,6,2,6,6,7,7,6,2,2,,,,,,,,,,,,,,,,,,,,1,87,33,66,1,4,,,,
R_74J3KFAjAQUyxtX,Default Response Set,,,,,0,6/20/2014 10:54,6/20/2014 11:00,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_0Hg8EMfctTKWhqR,Default Response Set,,,,,0,6/20/2014 20:46,6/20/2014 20:50,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,3,7,7,7,6,5,6,5,7,7,6,6,7,7,6,3,1,187,34,65,2,4,,,,
R_1OjdkAROHaLHVGd,Default Response Set,,,,,0,6/21/2014 11:08,6/21/2014 11:19,1,,Female,1,1,,1,6,1,4,4,4,4,4,4,4,4,4,4,5,4,4,7,4,7,5,3,,,,,,,,,,,,,,,,,,,,1,86,64,93,1,5,,,,
R_es3UoIBwdJUtozz,Default Response Set,,,,,0,6/14/2014 12:27,6/14/2014 12:29,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8xnoEVzzJURimGN,Default Response Set,,,,,0,6/16/2014 17:01,6/16/2014 17:03,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2aR70WghPM5AaUd,Default Response Set,,,,,0,6/16/2014 17:07,6/16/2014 17:09,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_55VB8kIkIIpfIsB,Default Response Set,,,,,0,6/16/2014 17:10,6/16/2014 17:12,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_elmbnu3a8qcclQF,Default Response Set,,,,,0,6/16/2014 18:39,6/16/2014 18:41,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a5CVoK3A2PXyEQZ,Default Response Set,,,,,0,6/16/2014 21:24,6/16/2014 21:27,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Ck3J2PXXmRBgX3,Default Response Set,,,,,0,6/15/2014 10:29,6/16/2014 23:38,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6PdsZSaa6GLykQJ,Default Response Set,,,,,0,6/24/2014 5:04,6/24/2014 5:18,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,7,6,7,7,7,7,6,6,6,5,6,6,7,6,7,7,5,1,36,48,81,1,4,,,,
R_0iTxdLvq4hl6YpT,Default Response Set,,,,,0,6/17/2014 5:19,6/17/2014 5:22,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5pPXFCZi9lOMIKx,Default Response Set,,,,,0,6/17/2014 6:20,6/17/2014 6:26,0,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3F1ueFLjWqM77Dv,Default Response Set,,,,,0,6/17/2014 8:14,6/17/2014 8:48,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cIJMqJDmqdolEZn,Default Response Set,,,,,0,6/17/2014 15:23,6/17/2014 15:26,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,5,,,,4,,,,,4,,,,,,,,,,,
R_80MfWPnDrzQFh8F,Default Response Set,,,,,0,6/17/2014 16:36,6/17/2014 16:37,0,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0CA0e6t3fOrVWe1,Default Response Set,,,,,0,6/17/2014 17:58,6/17/2014 17:58,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8BRXRI18swO2jZj,Default Response Set,,,,,0,6/16/2014 20:39,6/17/2014 21:03,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5oGBUVdwXa7EZU1,Default Response Set,,,,,0,6/11/2014 19:13,6/17/2014 22:31,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2lyxR16fimTuwcd,Default Response Set,,,,,0,6/25/2014 19:25,6/25/2014 19:26,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eM1cTaKOIO2icrH,Default Response Set,,,,,0,6/20/2014 7:46,6/20/2014 7:51,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_37wxGV8omuOlhnD,Default Response Set,,,,,0,6/27/2014 9:23,6/27/2014 9:28,1,,Female,1,1,,1,1,1,6,6,5,6,5,6,6,6,5,4,5,4,6,6,6,4,5,2,,,,,,,,,,,,,,,,,,,,1,9,47,73,1,5,,,,
R_aaAmOKaljcZdJm5,Default Response Set,,,,,0,6/27/2014 9:26,6/27/2014 9:31,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,5,5,2,6,4,5,3,3,6,4,5,2,6,6,5,6,3,1,1,169,63,96,1,5,,,,
R_dnhn8WH6Fr4BUi1,Default Response Set,,,,,0,6/27/2014 9:28,6/27/2014 9:33,1,,Female,1,1,,1,1,1,4,4,3,4,4,4,4,4,4,3,4,4,5,5,3,4,4,3,,,,,,,,,,,,,,,,,,,,1,10,58,95,1,4,,,,
R_ai1dmtzI31TcUHX,Default Response Set,,,,,0,6/27/2014 9:33,6/27/2014 9:34,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0MqS8tYoWZadknX,Default Response Set,,,,,0,6/27/2014 9:24,6/27/2014 9:35,1,,Female,1,1,,2,,1,5,3,3,5,6,5,3,5,5,5,3,4,5,6,5,5,6,2,,,,,,,,,,,,,,,,,,,,1,61,65,95,1,5,,,,
R_4YGY1Wp1ZxcdNLn,Default Response Set,,,,,0,6/27/2014 9:31,6/27/2014 9:35,1,,Female,1,1,,1,1,1,6,6,6,6,4,6,6,5,4,6,3,4,6,6,4,7,3,2,,,,,,,,,,,,,,,,,,,,1,9,58,88,1,5,,,,
R_9Xi6UboOt9StHwN,Default Response Set,,,,,0,6/27/2014 9:34,6/27/2014 9:37,1,,Female,1,1,,1,1,1,6,4,2,4,4,4,4,4,4,5,6,4,4,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,187,31,65,1,5,,,,
R_eER8xmGnwwwgYCh,Default Response Set,,,,,0,6/27/2014 9:34,6/27/2014 9:38,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,6,5,5,5,5,5,5,4,2,5,5,5,5,5,3,3,1,60,67,95,2,5,,,,
R_3ZZy6r0369bwfPf,Default Response Set,,,,,0,6/27/2014 9:34,6/27/2014 9:38,1,,Female,1,1,,1,1,1,5,5,3,6,6,6,5,5,6,4,5,5,6,6,6,5,5,2,,,,,,,,,,,,,,,,,,,,1,65,46,89,1,,,,,
R_bJU9KGhQiIYbt1r,Default Response Set,,,,,0,6/27/2014 9:29,6/27/2014 9:38,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,2,5,6,5,5,5,5,2,5,6,5,2,2,3,5,3,1,9,63,93,1,5,,,,
R_0DvFuJqdm0etynz,Default Response Set,,,,,0,6/27/2014 9:36,6/27/2014 9:39,1,,Female,1,1,,1,1,1,5,5,3,5,5,5,5,3,5,4,5,4,4,5,3,4,4,4,,,,,,,,,,,,,,,,,,,,1,84,50,85,2,4,,,,
R_6fbAd6BZU6Dk4iV,Default Response Set,,,,,0,6/27/2014 9:38,6/27/2014 9:39,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_etGI1s2tW4Xx24d,Default Response Set,,,,,0,6/27/2014 9:34,6/27/2014 9:39,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,3,4,5,3,2,2,2,1,2,1,5,2,6,6,2,2,1,169,65,95,1,5,,,,
R_e5Mp77zuc4TgsXb,Default Response Set,,,,,0,6/27/2014 9:36,6/27/2014 9:40,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,6,6,6,2,6,6,2,2,4,6,6,6,6,6,5,1,185,53,74,1,4,,,,
R_3yFNFQByfzzAN8h,Default Response Set,,,,,0,6/27/2014 9:33,6/27/2014 9:41,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,2,5,4,5,4,4,4,6,6,4,5,4,2,2,3,1,1,185,57,88,2,5,,,,
R_6tlmUNZSuVzomFv,Default Response Set,,,,,0,6/27/2014 9:28,6/27/2014 9:41,1,,Female,1,1,,1,1,1,2,3,2,4,3,5,3,3,2,4,4,4,4,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,1,,47,83,1,4,,,,
R_6KynGPumWqJvgbP,Default Response Set,,,,,0,6/27/2014 9:35,6/27/2014 9:41,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,4,4,3,6,5,4,5,3,2,4,5,1,3,1,3,1,1,138,46,81,2,4,,,,
R_3Qsdjd2Qx8ck5Eh,Default Response Set,,,,,0,6/27/2014 9:32,6/27/2014 9:42,1,,Female,1,1,,1,1,1,6,4,6,4,6,6,5,2,2,4,5,6,6,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,1,67,51,95,1,4,,,,
R_0Cha5yRmiJyCXit,Default Response Set,,,,,0,6/27/2014 9:41,6/27/2014 9:43,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ttVbsERYcq7Ixv,Default Response Set,,,,,0,6/27/2014 9:43,6/27/2014 9:43,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_etyDAeg4BiqbaAd,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 9:44,1,,Female,1,1,,1,6,1,4,4,5,4,4,4,5,4,5,3,3,4,4,2,5,3,5,6,,,,,,,,,,,,,,,,,,,,1,158,63,92,1,5,,,,
R_dc1qbq1xv8etAuF,Default Response Set,,,,,0,6/27/2014 9:39,6/27/2014 9:44,1,,Female,1,1,,1,1,1,6,4,4,6,4,4,4,4,7,3,2,6,4,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,84,43,74,1,5,,,,
R_bBLgMo0NefOiNQF,Default Response Set,,,,,0,6/27/2014 9:26,6/27/2014 9:45,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,6,4,5,5,4,1,5,5,6,5,6,3,4,2,1,65,55,95,1,5,,,,
R_bl5Vmw0xNb25wi1,Default Response Set,,,,,0,6/27/2014 9:41,6/27/2014 9:46,1,,Female,1,1,,1,1,1,4,6,5,6,6,6,6,6,6,6,6,7,6,2,4,5,2,4,,,,,,,,,,,,,,,,,,,,1,65,41,73,1,4,,,,
R_1TcImaah5VriCR7,Default Response Set,,,,,0,6/27/2014 9:40,6/27/2014 9:46,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,2,3,4,3,5,3,4,5,2,6,4,6,6,6,3,5,6,1,185,61,88,1,4,,,,
R_8qOQjSyyZm89GbH,Default Response Set,,,,,0,6/27/2014 9:36,6/27/2014 9:46,1,,Female,1,1,,1,1,1,5,6,2,5,4,6,5,5,6,2,2,4,4,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,1,137,61,93,1,4,,,,
R_0oHVszldPrGy6b3,Default Response Set,,,,,0,6/27/2014 9:46,6/27/2014 9:49,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,5,6,7,6,5,6,6,3,3,5,6,6,6,6,5,2,1,60,62,93,1,5,,,,
R_6MajoJcfzNIZckR,Default Response Set,,,,,0,6/27/2014 9:42,6/27/2014 9:50,1,,Female,1,1,,1,1,1,3,4,1,4,4,4,4,4,3,5,5,4,3,4,4,4,2,1,,,,,,,,,,,,,,,,,,,,1,65,48,76,1,4,,,,
R_d3XQbyhm9634j5z,Default Response Set,,,,,0,6/27/2014 9:45,6/27/2014 9:50,1,,Female,1,1,,1,1,1,5,5,2,4,6,6,4,5,2,6,6,6,5,6,6,5,6,2,,,,,,,,,,,,,,,,,,,,1,122,53,83,2,5,,,,
R_2ouWdYgQ0A7khDL,Default Response Set,,,,,0,6/27/2014 9:42,6/27/2014 9:51,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,4,4,5,4,5,5,5,6,3,4,2,4,4,2,7,1,78,41,69,2,4,,,,
R_ah3U2FAXNAyd6cZ,Default Response Set,,,,,0,6/27/2014 9:47,6/27/2014 9:51,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,4,4,4,4,4,4,4,2,4,4,4,3,3,3,4,2,1,65,58,93,1,4,,,,
R_1MR1TXqtDaCOlW5,Default Response Set,,,,,0,6/27/2014 9:47,6/27/2014 9:53,1,,Female,1,1,,1,1,1,1,1,1,4,2,1,1,4,1,1,1,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,185,50,81,1,4,,,,
R_3OyPlWfLadQF4QR,Default Response Set,,,,,0,6/27/2014 9:48,6/27/2014 9:53,1,,Female,1,1,,1,1,1,4,4,1,3,4,5,4,4,4,7,2,4,4,2,4,2,1,2,,,,,,,,,,,,,,,,,,,,1,65,55,85,2,4,,,,
R_eDUKdXDFnyFZ4ix,Default Response Set,,,,,0,6/27/2014 9:50,6/27/2014 9:57,1,,Female,1,1,,1,1,1,7,7,6,6,7,7,7,6,6,7,4,6,7,7,7,7,4,4,,,,,,,,,,,,,,,,,,,,1,61,36,60,1,4,,,,
R_00PmbkuC8UXMr2t,Default Response Set,,,,,0,6/27/2014 9:57,6/27/2014 9:58,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8CEhFEkMKc2v541,Default Response Set,,,,,0,6/27/2014 9:55,6/27/2014 9:58,1,,Female,1,1,,1,1,1,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,1,187,56,83,1,4,,,,
R_b3O0Zuq4B0Kf1at,Default Response Set,,,,,0,6/27/2014 9:42,6/27/2014 9:59,1,,Female,1,1,,1,1,1,7,5,5,7,5,7,5,5,6,5,7,5,6,6,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,61,63,92,1,5,,,,
R_bfk4Dbcch7wos4J,Default Response Set,,,,,0,6/27/2014 9:54,6/27/2014 9:59,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,3,5,5,5,3,6,5,3,3,4,4,6,2,6,3,5,2,1,122,42,75,1,4,,,,
R_b1oKZsJyoG2czxH,Default Response Set,,,,,0,6/27/2014 10:00,6/27/2014 10:00,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cHgPUsPD0RGqrxr,Default Response Set,,,,,0,6/27/2014 9:56,6/27/2014 10:02,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,2,7,6,6,6,6,6,1,2,2,6,6,2,3,5,2,1,156,51,79,1,4,,,,
R_bqhC69fCAB1EXJP,Default Response Set,,,,,0,6/27/2014 9:58,6/27/2014 10:02,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,3,5,6,6,4,4,6,4,4,4,3,3,3,3,5,2,1,163,48,71,1,4,,,,
R_8dLadWFjoz9lDPT,Default Response Set,,,,,0,6/27/2014 9:58,6/27/2014 10:03,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,4,5,6,7,6,3,6,6,2,5,6,5,6,6,4,5,2,1,183,63,92,1,4,,,,
R_br2bmyzCArXwPgV,Default Response Set,,,,,0,6/27/2014 9:57,6/27/2014 10:03,1,,Female,1,1,,1,1,1,4,4,2,6,4,4,5,4,6,1,2,4,4,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,1,80,65,93,1,4,,,,
R_2s49gAPw2C8OIEB,Default Response Set,,,,,0,6/27/2014 10:01,6/27/2014 10:06,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,4,6,4,6,7,6,5,2,3,6,6,5,6,5,3,1,31,40,75,1,4,,,,
R_cun1sSdHznOA4It,Default Response Set,,,,,0,6/27/2014 9:56,6/27/2014 10:07,1,,Female,1,1,,2,,1,6,5,4,4,6,6,3,6,2,4,4,4,6,3,3,6,4,3,,,,,,,,,,,,,,,,,,,,1,17,67,96,1,5,,,,
R_0CesiJ8134q0PkN,Default Response Set,,,,,0,6/27/2014 9:56,6/27/2014 10:10,1,,Female,1,1,,1,1,1,3,4,3,4,4,3,4,4,4,4,6,6,4,4,4,2,5,2,,,,,,,,,,,,,,,,,,,,1,36,51,83,1,5,,,,
R_3aPP2Jyjcnwlpwp,Default Response Set,,,,,0,6/27/2014 10:06,6/27/2014 10:11,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,2,6,5,6,2,3,5,5,3,5,6,3,6,2,1,1,1,138,52,93,2,4,,,,
R_b9ngQ5ac2gUOhHn,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 10:11,1,,Female,1,1,,1,1,1,4,3,4,5,5,6,6,5,5,5,2,6,6,5,3,6,5,3,,,,,,,,,,,,,,,,,,,,1,,,74,1,4,,,,
R_5gsHYGZopusReCN,Default Response Set,,,,,0,6/27/2014 10:12,6/27/2014 10:18,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,5,5,5,4,4,5,6,6,6,5,5,5,5,5,4,4,1,80,62,93,1,4,,,,
R_dd6F3ZTmZfAOhk9,Default Response Set,,,,,0,6/27/2014 9:32,6/27/2014 10:19,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,2,3,7,6,7,4,6,6,1,7,6,6,6,7,6,5,1,1,122,65,93,1,4,,,,
R_9QNYtU7yvlm1luB,Default Response Set,,,,,0,6/27/2014 10:15,6/27/2014 10:19,1,,Female,1,1,,1,1,1,1,1,1,3,3,4,1,4,1,2,2,4,1,1,1,5,4,1,,,,,,,,,,,,,,,,,,,,1,104,50,80,1,4,,,,
R_6xN9BilG8hQxRSR,Default Response Set,,,,,0,6/27/2014 10:20,6/27/2014 10:21,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3lOsfCHyX6NTZwF,Default Response Set,,,,,0,6/27/2014 10:21,6/27/2014 10:22,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_esWvNN9Wwa1gdI9,Default Response Set,,,,,0,6/27/2014 10:17,6/27/2014 10:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,,,,,,6,,,,,6,,6,,3,,,1,163,56,89,1,4,,,,
R_8itNGlWY8g8Qj09,Default Response Set,,,,,0,6/27/2014 10:10,6/27/2014 10:23,1,,Female,1,1,,1,1,1,3,4,5,6,5,6,3,4,5,2,4,4,4,4,4,3,2,2,,,,,,,,,,,,,,,,,,,,1,84,45,75,1,4,,,,
R_6RnZmeML9v3c4Lj,Default Response Set,,,,,0,6/27/2014 10:23,6/27/2014 10:24,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d0WnZ9i7Sl6uxEN,Default Response Set,,,,,0,6/27/2014 10:22,6/27/2014 10:25,1,,Female,1,1,,1,1,1,5,4,6,6,5,6,5,5,6,4,5,4,5,5,4,5,5,3,,,,,,,,,,,,,,,,,,,,1,75,62,88,2,5,,,,
R_0kM6jBxeIl3TBIx,Default Response Set,,,,,0,6/27/2014 10:21,6/27/2014 10:26,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,185,65,93,2,5,,,,
R_3W2wUXg7w48aprn,Default Response Set,,,,,0,6/27/2014 10:27,6/27/2014 10:31,1,,Female,1,1,,1,1,1,3,4,3,4,2,2,2,5,5,7,1,1,4,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,1,185,49,79,1,4,,,,
R_9Er5eIICbDdbnPD,Default Response Set,,,,,0,6/27/2014 10:32,6/27/2014 10:32,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ddtWxDsmsdDKSNv,Default Response Set,,,,,0,6/27/2014 10:28,6/27/2014 10:33,1,,Female,1,1,,1,1,1,6,6,3,6,6,6,6,6,6,5,3,6,6,4,4,3,4,2,,,,,,,,,,,,,,,,,,,,1,185,62,92,1,5,,,,
R_3Faa1OfmxkzmmHP,Default Response Set,,,,,0,6/27/2014 10:36,6/27/2014 10:38,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_80JvnCQxaFLd3YV,Default Response Set,,,,,0,6/27/2014 10:35,6/27/2014 10:38,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cCSMcLjCWdXGfUF,Default Response Set,,,,,0,6/27/2014 10:41,6/27/2014 10:46,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,1,61,41,70,1,4,,,,
R_4TxFxFxX4cUCyGN,Default Response Set,,,,,0,6/27/2014 10:13,6/27/2014 10:46,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,6,6,7,6,6,5,4,4,4,7,7,7,6,6,6,1,36,35,76,1,4,,,,
R_em76UhEA34WErpr,Default Response Set,,,,,0,6/27/2014 10:44,6/27/2014 10:49,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,1,138,47,86,2,4,,,,
R_0MOZ4sAHCXgS9lb,Default Response Set,,,,,0,6/27/2014 10:41,6/27/2014 10:50,1,,Female,1,1,,1,1,1,7,7,4,6,6,7,6,7,7,6,5,4,7,7,7,7,4,5,,,,,,,,,,,,,,,,,,,,1,67,33,66,2,4,,,,
R_8BcUReaa1pPuiDr,Default Response Set,,,,,0,6/27/2014 10:47,6/27/2014 10:52,1,,Female,1,1,,1,1,1,4,5,3,6,5,5,4,5,5,3,3,4,6,4,4,5,3,2,,,,,,,,,,,,,,,,,,,,1,185,58,89,2,4,,,,
R_5j9xpuGnXfzdtYh,Default Response Set,,,,,0,6/27/2014 10:45,6/27/2014 10:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,6,4,6,6,6,5,6,6,5,6,5,5,5,5,5,4,1,1,45,33,66,1,5,,,,
R_0j5mML25HfBusND,Default Response Set,,,,,0,6/27/2014 10:56,6/27/2014 11:00,1,,Female,1,1,,1,1,1,6,6,4,6,6,6,5,6,5,6,6,6,5,6,6,5,3,3,,,,,,,,,,,,,,,,,,,,1,65,44,74,1,4,,,,
R_cvDpXvDyS1ntokl,Default Response Set,,,,,0,6/27/2014 10:20,6/27/2014 11:00,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,3,6,6,3,5,5,6,6,6,3,6,6,1,36,40,79,1,4,,,,
R_cTKpYQaJ7KeYouh,Default Response Set,,,,,0,6/27/2014 10:55,6/27/2014 11:01,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,4,6,5,6,6,5,5,3,3,5,6,7,7,4,6,3,1,36,58,86,1,4,,,,
R_d1iipYIlHw8wmO1,Default Response Set,,,,,0,6/27/2014 10:53,6/27/2014 11:05,1,,Female,1,1,,1,1,1,6,6,5,6,6,6,6,6,6,5,5,6,6,6,6,6,5,5,,,,,,,,,,,,,,,,,,,,1,122,60,89,1,5,,,,
R_1Ll6UoNZZjf7DuZ,Default Response Set,,,,,0,6/27/2014 11:02,6/27/2014 11:06,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,5,6,3,3,3,2,1,4,6,6,6,6,5,3,1,168,56,94,1,5,,,,
R_ekuyNXKl7xz6S0Z,Default Response Set,,,,,0,6/27/2014 10:48,6/27/2014 11:06,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,5,6,6,6,6,5,6,6,5,5,6,6,6,6,5,1,143,43,77,1,4,,,,
R_brN4CmwBJbTxA3z,Default Response Set,,,,,0,6/27/2014 11:00,6/27/2014 11:06,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,3,6,3,4,3,3,4,6,6,5,6,5,5,5,3,2,1,61,61,90,1,4,,,,
R_8H3UJlQKRo8mPCB,Default Response Set,,,,,0,6/27/2014 11:01,6/27/2014 11:07,1,,Female,1,1,,1,1,1,6,7,3,7,7,7,7,6,7,5,7,6,7,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,1,83,39,84,2,4,,,,
