"","Start_time","End_time","Finished","Screening","Condition","Intro","Consent","Reason_nc","Check_phd","Check_work_status","Check_phd_research","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Tenure","Feedback","Target"
"967","6/27/2014 12:52","6/27/2014 12:54","1",NA,"Early","1","1",NA,"2",NA,"1",5,5,4,6,7,6,7,6,6,6,7,2,7,7,6,6,6,6,"67","68","98","1","4",NA,"Early-career Scientists"
"968","6/27/2014 12:59","6/27/2014 13:02","1",NA,"PhD","1","1",NA,"1","1",NA,6,4,2,5,6,6,4,6,6,2,3,5,6,6,6,7,4,2,"122","43","72","1","4",NA,"PhD Students"
"969","6/27/2014 13:00","6/27/2014 13:05","1",NA,"Established","1","1",NA,"1","1",NA,6,4,1,6,5,5,6,6,6,1,3,4,6,6,6,3,2,2,"187","51","80","1","4",NA,"Established Scientists"
"970","6/27/2014 13:05","6/27/2014 13:12","1",NA,"Established","1","1",NA,"1","1",NA,6,5,2,6,6,6,5,6,6,2,5,5,7,7,7,5,5,2,"61","60","87","2","4",NA,"Established Scientists"
"971","6/27/2014 13:03","6/27/2014 13:24","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,3,4,7,6,4,5,5,3,3,3,5,6,5,4,4,3,"80","55","87","1","4",NA,"PhD Students"
"972","6/27/2014 13:23","6/27/2014 13:26","1",NA,"Early","1","1",NA,"1","1",NA,5,5,4,5,5,5,7,5,6,5,5,5,7,7,4,3,6,3,"187","49","79","1","4",NA,"Early-career Scientists"
"973","6/27/2014 11:38","6/27/2014 13:28","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,4,6,6,6,4,6,6,5,5,5,7,7,7,6,7,2,"48","60","92","1","5",NA,"PhD Students"
"974","6/27/2014 13:32","6/27/2014 13:36","1",NA,"Established","1","1",NA,"1","1",NA,6,6,2,5,6,5,6,6,6,5,3,5,6,6,6,6,5,2,"187","53","82","1","4",NA,"Established Scientists"
"976","6/27/2014 13:31","6/27/2014 13:39","1",NA,"Early","1","1",NA,"1","1",NA,4,4,3,4,4,4,4,4,5,2,3,4,4,4,4,3,3,3,"24","39","79","2","4",NA,"Early-career Scientists"
"977","6/27/2014 9:21","6/27/2014 13:43","1",NA,"PhD","1","1",NA,"1","1",NA,7,7,3,6,7,7,7,6,7,5,5,5,7,7,7,7,7,5,"61","48","77","1","4",NA,"PhD Students"
"980","6/27/2014 13:45","6/27/2014 13:51","1",NA,"PhD","1","1",NA,"2",NA,"1",6,6,2,6,6,6,6,3,6,2,2,4,6,6,6,3,6,2,"17","66","95","2","4",NA,"PhD Students"
"981","6/27/2014 13:49","6/27/2014 13:54","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,6,5,5,6,3,5,6,2,5,3,6,6,3,5,6,2,"24","44","78","2","5",NA,"PhD Students"
"983","6/27/2014 13:48","6/27/2014 13:55","1",NA,"Early","1","1",NA,"1","1",NA,5,5,4,5,7,6,6,6,5,3,7,5,6,6,7,6,5,2,"187","43","72","1","5",NA,"Early-career Scientists"
"984","6/27/2014 13:55","6/27/2014 14:04","1",NA,"Established","1","1",NA,"1","1",NA,5,3,2,3,3,5,5,5,3,2,5,5,5,2,5,1,2,1,"36","56","87","1","4",NA,"Established Scientists"
"985","6/27/2014 14:03","6/27/2014 14:06","1",NA,"Early","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Early-career Scientists"
"986","6/27/2014 14:03","6/27/2014 14:07","1",NA,"Established","1","1",NA,"1","1",NA,6,6,2,6,6,6,6,6,6,4,4,4,6,6,6,6,5,6,"187","23","51","1","4",NA,"Established Scientists"
"987","6/27/2014 14:08","6/27/2014 14:12","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,4,5,5,5,5,6,5,5,5,5,6,6,6,4,6,6,"187","31","59","1","4",NA,"PhD Students"
"988","6/27/2014 14:07","6/27/2014 14:12","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,2,5,6,5,5,5,6,6,7,6,6,6,6,6,6,2,"187","39","68","1","4",NA,"PhD Students"
"989","6/27/2014 14:13","6/27/2014 14:19","1",NA,"Established","1","1",NA,"1","1",NA,7,6,6,6,6,6,7,6,6,5,2,2,7,6,7,7,7,5,"122","55","94","1","4",NA,"Established Scientists"
"990","6/27/2014 14:12","6/27/2014 14:19","1",NA,"Early","1","1",NA,"1","1",NA,4,3,5,5,5,5,2,5,3,3,5,5,5,4,5,3,6,4,"179","60","91","1","5",NA,"Early-career Scientists"
"991","6/27/2014 14:15","6/27/2014 14:21","1",NA,"Early","1","1",NA,"1","1",NA,6,4,3,6,5,6,4,5,5,4,4,4,6,6,6,2,2,1,"122","39","64","1","5",NA,"Early-career Scientists"
"992","6/27/2014 14:14","6/27/2014 14:21","1",NA,"Established","1","1",NA,"1","1",NA,6,5,3,6,6,6,5,6,5,4,5,4,6,5,6,6,5,3,"65","64","93","2","5",NA,"Established Scientists"
"993","6/27/2014 14:18","6/27/2014 14:22","1",NA,"Early","1","1",NA,"1","1",NA,2,3,2,2,3,3,3,3,3,2,2,2,4,3,4,3,3,3,"187",NA,NA,"2","4",NA,"Early-career Scientists"
"995","6/27/2014 14:21","6/27/2014 14:28","1",NA,"Established","1","1",NA,"1","6",NA,6,6,5,7,6,7,7,7,7,5,7,6,7,6,7,1,6,1,"24","56","92","1","5",NA,"Established Scientists"
"996","6/27/2014 14:24","6/27/2014 14:30","1",NA,"Established","1","1",NA,"1","1",NA,6,5,4,5,6,6,6,6,5,4,5,6,6,5,5,5,3,3,"187","53","85","1","4",NA,"Established Scientists"
"999","6/27/2014 14:39","6/27/2014 14:42","1",NA,"Established","1","1",NA,"1","1",NA,3,2,2,6,5,3,6,5,3,2,2,2,5,6,6,6,4,1,"187","55","82","1","4",NA,"Established Scientists"
"1001","6/27/2014 14:35","6/27/2014 14:45","1",NA,"PhD","1","1",NA,"1","2",NA,5,6,5,3,4,6,5,6,6,5,2,4,5,5,7,5,6,5,"130","34","73","1","4",NA,"PhD Students"
"1002","6/27/2014 14:44","6/27/2014 14:48","1",NA,"Early","1","1",NA,"1","1",NA,6,6,5,5,5,6,6,6,6,5,5,4,6,6,6,6,6,3,"187","41","69","1","4",NA,"Early-career Scientists"
"1003","6/27/2014 14:45","6/27/2014 14:50","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,6,6,6,6,6,5,6,6,5,5,6,6,6,5,5,6,"9","36","66","1","4",NA,"PhD Students"
"1004","6/27/2014 14:43","6/27/2014 14:51","1",NA,"Early","1","1",NA,"1","1",NA,5,2,3,5,3,5,5,4,5,2,1,2,5,3,3,3,3,2,"187","58","87","1","4",NA,"Early-career Scientists"
"1005","6/27/2014 14:45","6/27/2014 14:52","1",NA,"Established","1","1",NA,"1","1",NA,5,3,3,6,7,6,6,5,6,3,5,5,6,6,6,4,4,3,"187","44","73","2","4",NA,"Established Scientists"
"1007","6/27/2014 14:54","6/27/2014 14:57","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,3,5,5,4,5,6,5,5,2,4,4,3,4,4,6,2,"187","31","57","1","5",NA,"PhD Students"
"1009","6/27/2014 14:57","6/27/2014 15:02","1",NA,"Established","1","1",NA,"1","1",NA,3,5,5,6,5,6,6,6,5,3,4,3,5,3,3,3,5,3,"9","32","63","1","4",NA,"Established Scientists"
"1010","6/27/2014 14:57","6/27/2014 15:04","1",NA,"Early","1","1",NA,"1","1",NA,5,5,5,5,6,6,5,5,6,4,3,4,5,5,6,4,4,2,"128","40","94","1","4",NA,"Early-career Scientists"
"1011","6/27/2014 14:59","6/27/2014 15:08","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,3,"17","65","93","2","5",NA,"PhD Students"
"1013","6/27/2014 15:06","6/27/2014 15:11","1",NA,"Early","1","1",NA,"1","1",NA,5,5,5,5,5,5,5,5,5,2,3,4,4,5,4,5,5,4,"187","38","75","1","4",NA,"Early-career Scientists"
"1014","6/27/2014 15:06","6/27/2014 15:11","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,6,7,7,6,7,7,1,5,4,7,6,6,5,5,3,"169","47","78","1","4",NA,"Established Scientists"
"1015","6/27/2014 15:08","6/27/2014 15:12","1",NA,"Early","1","1",NA,"2",NA,"1",4,4,3,4,6,6,3,3,5,4,5,7,5,4,5,3,3,2,"122","60","95","1","5",NA,"Early-career Scientists"
"1016","6/27/2014 15:07","6/27/2014 15:13","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,2,4,5,5,5,5,6,3,4,4,4,5,7,4,4,2,"185","43","73","1","4",NA,"PhD Students"
"1018","6/27/2014 15:11","6/27/2014 15:17","1",NA,"Established","1","1",NA,"1","1",NA,5,5,4,6,5,5,5,5,6,5,4,4,6,5,5,5,5,4,"187","30","57","1","4",NA,"Established Scientists"
"1019","6/27/2014 15:13","6/27/2014 15:18","1",NA,"Early","1","1",NA,"1","1",NA,6,6,5,6,7,5,6,6,6,5,6,3,6,6,6,6,6,2,"187","58","88","1","5",NA,"Early-career Scientists"
"1020","6/27/2014 15:16","6/27/2014 15:19","1",NA,"Established","1","1",NA,"1","1",NA,4,3,3,4,4,5,4,4,4,3,2,5,4,5,3,4,6,2,"187","61","89","2","5",NA,"Established Scientists"
"1021","6/27/2014 15:13","6/27/2014 15:20","1",NA,"PhD","1","1",NA,"2",NA,"1",3,5,5,5,5,2,5,6,6,6,2,2,6,2,3,2,5,5,"24","53","95","2","4",NA,"PhD Students"
"1022","6/27/2014 15:02","6/27/2014 15:22","1",NA,"Early","1","1",NA,"1","1",NA,4,4,4,4,5,4,5,5,4,3,4,4,4,3,4,2,3,1,"187","62","90","1","5",NA,"Early-career Scientists"
"1026","6/27/2014 15:21","6/27/2014 15:25","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,5,5,5,3,5,5,3,5,3,5,5,5,3,3,5,"187","50","78","2","4",NA,"PhD Students"
"1027","6/27/2014 15:17","6/27/2014 15:27","1",NA,"Established","1","1",NA,"1","1",NA,5,5,5,6,5,5,5,4,6,6,4,4,4,5,6,4,4,3,"187","45","76","1","4",NA,"Established Scientists"
"1029","6/27/2014 15:21","6/27/2014 15:29","1",NA,"Early","1","1",NA,"1","1",NA,5,6,5,5,5,6,5,6,6,2,2,4,6,5,5,5,5,5,"142","55","85","1","4",NA,"Early-career Scientists"
"1030","6/27/2014 15:28","6/27/2014 15:31","1",NA,"Established","1","1",NA,"1","1",NA,3,3,3,7,6,6,3,5,5,3,3,7,3,3,4,3,2,4,"187","65","94","2","5",NA,"Established Scientists"
"1031","6/27/2014 15:28","6/27/2014 15:31","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,5,5,5,5,5,6,6,3,5,4,6,6,6,6,4,3,"187","51","79","2","4",NA,"PhD Students"
"1033","6/27/2014 15:34","6/27/2014 15:43","1",NA,"Early","1","1",NA,"1","1",NA,6,6,6,5,5,6,6,5,6,3,5,7,5,7,5,5,5,5,"64","51","81","1","4",NA,"Early-career Scientists"
"1034","6/27/2014 15:43","6/27/2014 15:47","1",NA,"Established","1","1",NA,"1","1",NA,7,7,6,6,5,7,6,7,7,2,3,4,7,7,7,3,6,3,"187","32","61","2","4",NA,"Established Scientists"
"1035","6/27/2014 15:43","6/27/2014 15:48","1",NA,"Early","1","1",NA,"1","1",NA,3,4,4,4,2,4,4,5,6,4,2,3,7,6,6,3,5,2,"65","60","87","2","5",NA,"Early-career Scientists"
"1036","6/27/2014 15:41","6/27/2014 15:51","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,3,2,3,3,3,3,5,2,2,2,5,3,3,3,6,2,"24","31","62","1","4",NA,"PhD Students"
"1037","6/27/2014 15:46","6/27/2014 15:56","1",NA,"PhD","1","1",NA,"1","1",NA,4,4,6,7,6,7,7,7,6,5,5,3,6,6,6,6,6,6,"179","52","84","1","4",NA,"PhD Students"
"1040","6/27/2014 16:00","6/27/2014 16:03","1",NA,"Early","1","1",NA,"1","1",NA,6,6,3,6,6,6,5,7,5,2,2,4,7,7,7,6,6,2,"187","51","90","1","5",NA,"Early-career Scientists"
"1041","6/27/2014 15:41","6/27/2014 16:05","1",NA,"Established","1","1",NA,"1","1",NA,7,7,4,5,5,6,5,7,4,4,3,3,5,7,7,6,7,7,"187","57","94","1","4",NA,"Established Scientists"
"1043","6/27/2014 13:23","6/27/2014 16:13","1",NA,"PhD","1","1",NA,"2",NA,"1",7,7,6,5,5,6,5,6,6,5,6,5,7,7,7,7,5,4,"24","62","86","2","5",NA,"PhD Students"
"1044","6/27/2014 9:22","6/27/2014 16:17","1",NA,"Established","1","1",NA,"1","1",NA,6,6,5,5,7,5,6,6,6,4,3,4,4,4,6,5,5,2,"61","53","81","1","4",NA,"Established Scientists"
"1045","6/27/2014 16:15","6/27/2014 16:18","1",NA,"Established","1","1",NA,"1","1",NA,5,6,4,5,6,5,5,6,6,3,4,4,7,7,7,6,6,5,"187","56","85","1","4",NA,"Established Scientists"
"1046","6/27/2014 15:24","6/27/2014 16:20","1",NA,"Early","1","1",NA,"1","1",NA,6,3,2,6,6,6,5,7,7,1,7,5,7,7,7,7,6,2,"143","52","86","2","4",NA,"Early-career Scientists"
"1047","6/27/2014 16:15","6/27/2014 16:22","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,3,5,4,4,4,5,5,4,5,4,5,5,6,6,6,3,"187","46","74","1","4",NA,"PhD Students"
"1048","6/27/2014 16:19","6/27/2014 16:24","1",NA,"Established","1","1",NA,"1","1",NA,5,5,5,7,7,6,6,6,6,5,6,6,6,5,6,3,6,2,"187","45","78","1","4",NA,"Established Scientists"
"1049","6/27/2014 16:25","6/27/2014 16:30","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,1,5,5,5,3,4,5,2,5,4,6,4,6,3,4,2,"187","31","63","1","4",NA,"PhD Students"
"1050","6/27/2014 16:26","6/27/2014 16:32","1",NA,"Early","1","1",NA,"1","1",NA,3,2,3,6,5,5,5,2,2,2,6,6,5,4,6,2,2,2,"187","56","89","1","5",NA,"Early-career Scientists"
"1051","6/27/2014 16:28","6/27/2014 16:34","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,3,6,6,6,5,5,6,5,6,5,6,6,6,6,5,3,"187","48","76","1","5",NA,"PhD Students"
"1052","6/27/2014 16:38","6/27/2014 16:41","1",NA,"Early","1","1",NA,"1","1",NA,5,4,4,4,4,5,4,5,4,3,5,4,5,3,5,4,4,2,"187","31","57","1","4",NA,"Early-career Scientists"
"1053","6/27/2014 16:18","6/27/2014 16:42","1",NA,"Established","1","1",NA,"2",NA,"1",7,5,6,6,7,7,6,6,6,3,3,5,7,NA,7,NA,4,7,"3","57","98","2","5",NA,"Established Scientists"
"1055","6/27/2014 16:42","6/27/2014 16:50","1",NA,"Established","1","1",NA,"1","1",NA,3,5,2,5,6,6,5,5,3,4,2,3,6,6,5,3,6,3,"40","48","87","1","4",NA,"Established Scientists"
"1056","6/27/2014 16:48","6/27/2014 16:52","1",NA,"Early","1","1",NA,"1","1",NA,2,5,3,3,3,4,5,6,6,2,2,2,5,7,7,7,6,3,"187","42","72","2","4",NA,"Early-career Scientists"
"1058","6/27/2014 16:44","6/27/2014 16:55","1",NA,"PhD","1","1",NA,"1","1",NA,6,3,3,4,6,4,5,6,6,6,2,2,6,6,6,4,4,2,"153","20","57","2","4",NA,"PhD Students"
"1059","6/27/2014 16:51","6/27/2014 17:04","1",NA,"Early","1","1",NA,"1","1",NA,5,4,5,4,5,5,4,5,5,4,4,4,5,5,5,4,4,4,"138","56","91","1","5",NA,"Early-career Scientists"
"1060","6/27/2014 17:02","6/27/2014 17:06","1",NA,"PhD","1","1",NA,"1","1",NA,6,4,4,5,6,5,5,6,6,5,3,4,6,6,6,6,6,2,"187","41","69","1","4",NA,"PhD Students"
"1061","6/27/2014 17:03","6/27/2014 17:07","1",NA,"Established","1","1",NA,"1","1",NA,3,4,4,6,4,4,4,6,5,2,4,4,5,5,6,6,3,3,"187","35","61","1","4",NA,"Established Scientists"
"1062","6/27/2014 17:05","6/27/2014 17:10","1",NA,"Early","1","1",NA,"1","1",NA,5,6,2,4,5,5,5,6,6,2,3,4,6,6,6,5,6,2,"168","62","92","1","4",NA,"Early-career Scientists"
"1063","6/27/2014 16:47","6/27/2014 17:13","1",NA,"Established","1","1",NA,"1","1",NA,7,6,2,6,6,5,6,6,6,5,1,6,7,7,7,7,7,6,"163","50","78","1","4",NA,"Established Scientists"
"1064","6/27/2014 17:35","6/27/2014 17:38","1",NA,"Established","1","1",NA,"1","2",NA,5,5,5,6,6,5,5,6,6,5,6,5,6,6,6,5,5,3,"187","21","46","1","5",NA,"Established Scientists"
"1065","6/27/2014 17:39","6/27/2014 17:42","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,5,3,3,3,5,5,4,4,4,4,5,4,5,2,2,"187","56","85","1","5",NA,"PhD Students"
"1066","6/27/2014 17:40","6/27/2014 17:46","1",NA,"Established","1","1",NA,"1","1",NA,5,3,3,6,4,5,3,6,6,2,5,4,5,5,6,5,5,3,"187","45","75","1","4",NA,"Established Scientists"
"1067","6/27/2014 10:03","6/27/2014 17:58","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,4,5,5,5,6,4,6,2,4,4,6,6,6,6,2,2,"169","51","88","2","4",NA,"PhD Students"
"1068","6/27/2014 17:37","6/27/2014 17:59","1",NA,"Early","1","1",NA,"1","1",NA,2,2,2,6,6,6,6,2,5,5,3,6,7,7,7,5,6,3,"24","53","81","2","4",NA,"Early-career Scientists"
"1069","6/27/2014 18:01","6/27/2014 18:03","1",NA,"Established","1","1",NA,"2",NA,"1",5,5,2,6,6,5,5,5,5,3,2,2,6,5,5,5,4,2,"187","66","95","1","5",NA,"Established Scientists"
"1070","6/27/2014 17:52","6/27/2014 18:08","1",NA,"Early","1","1",NA,"1","1",NA,5,5,3,5,6,5,5,5,5,3,5,4,5,6,5,2,2,2,"31","37","66","1","4",NA,"Early-career Scientists"
"1071","6/27/2014 18:06","6/27/2014 18:10","1",NA,"Established","1","1",NA,"1","1",NA,5,6,3,5,5,7,7,7,7,5,5,4,7,6,7,6,6,3,"65","40","68","2","4",NA,"Established Scientists"
"1072","6/27/2014 18:08","6/27/2014 18:14","1",NA,"PhD","1","1",NA,"1","1",NA,4,4,2,4,5,6,4,5,4,2,2,2,6,5,6,6,5,2,"17","45","76","2","4",NA,"PhD Students"
"1073","6/27/2014 18:25","6/27/2014 18:30","1",NA,"Established","1","1",NA,"1","1",NA,6,5,1,6,6,6,7,6,6,2,6,5,7,6,7,4,5,4,"187","43","76","2","4",NA,"Established Scientists"
"1075","6/27/2014 18:27","6/27/2014 18:33","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,2,3,4,4,4,4,4,5,3,4,3,2,3,3,2,1,"187","43","67","2","4",NA,"PhD Students"
"1076","6/27/2014 18:38","6/27/2014 18:43","1",NA,"Early","1","1",NA,"1","1",NA,7,5,2,3,4,4,5,4,6,2,3,2,7,7,7,7,7,2,"187","23","63","2","4",NA,"Early-career Scientists"
"1077","6/27/2014 19:10","6/27/2014 19:17","1",NA,"Established","1","1",NA,"1","1",NA,5,6,1,6,5,7,3,5,6,2,3,3,6,6,7,4,3,1,"187","59","88","2","4",NA,"Established Scientists"
"1078","6/27/2014 19:18","6/27/2014 19:24","1",NA,"PhD","1","1",NA,"2",NA,"1",7,5,4,7,7,7,5,6,7,5,5,7,5,3,5,6,7,2,"187","68","95","1","5",NA,"PhD Students"
"1079","6/27/2014 19:33","6/27/2014 19:41","1",NA,"Established","1","1",NA,"1","1",NA,5,6,2,6,6,6,5,6,6,5,5,4,6,6,7,5,5,2,"187","29","57","1","4",NA,"Established Scientists"
"1080","6/27/2014 19:34","6/27/2014 19:43","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,2,5,5,5,6,3,5,3,6,5,6,3,4,6,6,2,"137","46","46","2","4",NA,"PhD Students"
"1081","6/27/2014 19:38","6/27/2014 19:46","1",NA,"Early","1","1",NA,"1","1",NA,5,4,2,5,4,4,4,6,6,1,3,6,5,5,5,2,3,2,"187","58","89","1","5",NA,"Early-career Scientists"
"1082","6/27/2014 19:45","6/27/2014 19:49","1",NA,"Established","1","1",NA,"1","1",NA,5,7,3,6,6,4,6,6,5,4,4,4,7,7,7,6,4,5,"67","38","71","1","4",NA,"Established Scientists"
"1083","6/27/2014 19:49","6/27/2014 19:51","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,6,4,5,4,5,5,3,3,4,6,6,6,6,6,4,"187","57","84","2","5",NA,"PhD Students"
"1085","6/27/2014 19:52","6/27/2014 19:55","1",NA,"Early","1","1",NA,"1","1",NA,6,6,7,5,6,5,6,7,6,4,4,4,7,6,7,6,7,5,"84","56","84","1","4",NA,"Early-career Scientists"
"1086","6/27/2014 19:52","6/27/2014 20:00","1",NA,"Established","1","1",NA,"1","1",NA,3,4,2,6,5,6,6,3,3,5,5,6,6,5,5,4,2,2,"65","63","94","1","5",NA,"Established Scientists"
"1087","6/27/2014 20:07","6/27/2014 20:13","1",NA,"Early","1","1",NA,"1","1",NA,5,4,2,6,4,5,4,5,6,4,6,4,4,4,4,4,4,1,"187","34","60","1","4",NA,"Early-career Scientists"
"1088","6/27/2014 19:15","6/27/2014 20:15","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,2,5,5,6,5,5,5,5,5,5,6,4,5,6,2,2,"161","22","51","1","5",NA,"PhD Students"
"1089","6/27/2014 20:15","6/27/2014 20:22","1",NA,"Established","1","1",NA,"1","1",NA,3,1,2,5,6,5,5,6,5,3,6,2,5,3,5,4,4,3,"185","57","89","1","5",NA,"Established Scientists"
"1090","6/27/2014 20:10","6/27/2014 20:27","1",NA,"Established","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,6,7,5,4,4,6,6,7,6,5,6,"179","59","89","2","4",NA,"Established Scientists"
"1091","6/27/2014 20:26","6/27/2014 20:29","1",NA,"Early","1","1",NA,"1","1",NA,6,6,5,6,6,6,6,6,6,4,4,5,6,6,6,5,4,5,"187","41","67","2","4",NA,"Early-career Scientists"
"1092","6/27/2014 20:36","6/27/2014 20:42","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,3,6,3,3,5,6,6,3,2,3,5,6,6,3,3,3,"31","42","78","1","5",NA,"PhD Students"
"1093","6/27/2014 21:03","6/27/2014 21:08","1",NA,"Early","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,4,4,"187","38","75","2","4",NA,"Early-career Scientists"
"1094","6/27/2014 21:17","6/27/2014 21:22","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,6,6,6,5,7,5,4,5,6,7,7,7,6,5,3,"187","30","57","1","4",NA,"PhD Students"
"1096","6/27/2014 21:34","6/27/2014 21:46","1",NA,"Established","1","1",NA,"1","1",NA,6,6,3,7,6,7,6,6,6,4,4,4,6,6,7,6,6,5,"31","56","82","1","4",NA,"Established Scientists"
"1097","6/27/2014 21:43","6/27/2014 21:47","1",NA,"Established","1","1",NA,"1","1",NA,6,4,4,5,5,5,5,6,5,2,3,3,5,5,5,5,2,5,"187","52","84","2","5",NA,"Established Scientists"
"1098","6/27/2014 21:53","6/27/2014 22:00","1",NA,"PhD","1","1",NA,"1","1",NA,2,2,5,4,3,2,2,3,5,2,3,2,4,3,5,3,4,4,"122","55","86","1","4",NA,"PhD Students"
"1099","6/27/2014 22:07","6/27/2014 22:20","1",NA,"Early","1","1",NA,"1","1",NA,6,5,3,5,5,5,5,5,5,6,6,4,5,2,3,3,5,3,"178","66","94","1","4",NA,"Early-career Scientists"
"1100","6/27/2014 22:29","6/27/2014 22:35","1",NA,"Established","1","1",NA,"1","1",NA,5,4,2,5,5,5,5,5,2,6,5,5,6,2,5,6,5,2,"187","40","72","1","4",NA,"Established Scientists"
"1102","6/27/2014 23:18","6/27/2014 23:22","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,5,5,5,5,5,5,5,3,5,4,5,5,5,3,4,3,"187","23","52","1","4",NA,"PhD Students"
"1103","6/28/2014 0:04","6/28/2014 0:11","1",NA,"Early","1","1",NA,"1","1",NA,5,5,3,4,5,5,4,5,5,6,5,3,4,4,5,4,5,2,"162","50","79","1","4",NA,"Early-career Scientists"
"1104","6/27/2014 23:01","6/28/2014 0:18","1",NA,"Established","1","1",NA,"1","1",NA,7,7,3,4,6,6,5,4,6,4,3,4,7,7,7,5,6,3,"163","56","90","2","5",NA,"Established Scientists"
"1105","6/28/2014 0:17","6/28/2014 1:00","1",NA,"PhD","1","1",NA,"1","1",NA,6,2,6,4,6,6,4,5,6,6,6,3,6,6,4,6,2,3,"178","65","95","1","4",NA,"PhD Students"
"1106","6/28/2014 0:50","6/28/2014 1:02","1",NA,"Established","1","1",NA,"1","1",NA,6,6,2,7,7,7,7,6,7,7,6,6,7,7,7,6,6,1,"187","52","86","1","5",NA,"Established Scientists"
"1108","6/28/2014 2:16","6/28/2014 2:22","1",NA,"Early","1","1",NA,"1","2",NA,5,5,3,4,5,5,5,5,5,2,5,5,5,3,5,5,5,2,"187","16","42","1","4",NA,"Early-career Scientists"
"1110","6/27/2014 12:17","6/28/2014 3:43","1",NA,"PhD","1","1",NA,"1","1",NA,3,4,5,4,5,5,4,2,3,6,2,4,5,5,6,6,3,3,"86","65","94","1","5",NA,"PhD Students"
"1111","6/28/2014 4:06","6/28/2014 4:33","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,6,2,6,6,2,6,6,6,2,6,2,7,6,4,2,"86","33","62","1","4",NA,"PhD Students"
"1112","6/28/2014 6:25","6/28/2014 6:40","1",NA,"Early","1","1",NA,"1","1",NA,5,5,6,6,6,6,6,6,6,3,5,5,5,6,4,3,6,2,"153","40","77","1","4",NA,"Early-career Scientists"
"1113","6/28/2014 6:51","6/28/2014 7:03","1",NA,"Established","1","1",NA,"1","6",NA,3,4,2,7,5,7,6,3,6,2,7,7,6,6,6,6,3,2,"169","48","80","1","5",NA,"Established Scientists"
"1114","6/28/2014 8:41","6/28/2014 8:48","1",NA,"Early","1","1",NA,"1","1",NA,4,5,2,5,4,5,5,6,7,4,2,4,7,6,7,7,6,1,"9","65","94","1","5",NA,"Early-career Scientists"
"1115","6/28/2014 10:33","6/28/2014 10:38","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,2,3,3,3,3,5,5,2,1,2,5,2,6,5,3,2,"168","25","85","1","4",NA,"PhD Students"
"1116","6/27/2014 9:07","6/28/2014 10:39","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,4,4,6,7,5,6,5,2,6,4,6,4,4,4,4,2,"36","53","86","1","4",NA,"PhD Students"
"1117","6/28/2014 14:06","6/28/2014 14:21","1",NA,"Early","1","1",NA,"1","1",NA,7,4,6,5,5,6,6,7,7,1,1,4,4,5,4,1,5,1,"24","36","94","2","5",NA,"Early-career Scientists"
"1120","6/28/2014 15:23","6/28/2014 15:32","1",NA,"Established","1","1",NA,"1","2",NA,4,6,4,4,5,5,5,4,4,4,5,4,4,5,6,4,4,3,"86","36","86","1","5",NA,"Established Scientists"
"1121","6/28/2014 15:34","6/28/2014 15:45","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,5,5,5,5,5,5,5,6,5,5,6,6,5,5,3,"61","36","67","1","4",NA,"PhD Students"
"1122","6/28/2014 16:49","6/28/2014 16:57","1",NA,"Established","1","1",NA,"1","1",NA,4,3,3,4,3,3,4,3,3,1,1,4,4,4,6,3,3,2,"169","45","71","2","4",NA,"Established Scientists"
