V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Check_Sc,Check_PhdS,Intro_ECS,Q1_ECS_Ob,Q2_ECS_Ob,Q3_ECS_Ob,Q4_ECS_Ra,Q5_ECS_Ra,Q6_ECS_Ra,Q7_ECS_Op,Q8_ECS_Op,Q9_ECS_Op,Q10_ECS_IQ,Q11_ECS_IQ,Q12_ECS_IQ,Q13_ECS_In,Q14_ECS_In,Q15_ECS_In,Q16_ECS_Co,Q17_ECS_Co,Q18_ECS_Co,Intro_ES,Q1_ES_Ob,Q2_ES_Ob,Q3_ES_Ob,Q4_ES_Ra,Q5_ES_Ra,Q6_ES_Ra,Q7_ES_Op,Q8_ES_Op,Q9_ES_Op,Q10_ES_IQ,Q11_ES_IQ,Q12_ES_IQ,Q13_ES_In,Q14_ES_In,Q15_ES_In,Q16_ES_Co,Q17_ES_Co,Q18_ES_Co,Intro_PhDs,Q1_PhD_Ob,Q2_PhD_Ob,Q3_PhD_Ob,Q4_PhD_Ra,Q5_PhD_Ra,Q6_PhD_Ra,Q7_PhD_Op,Q8_PhD_Op,Q9_PhD_Op,Q10_PhD_IQ,Q11_PhD_IQ,Q12_PhD_IQ,Q13_PhD_In,Q14_PhD_In,Q15_PhD_In,Q16_PhD_Co,Q17_PhD_Co,Q18_PhD_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,DO-BR-FL_8,DO-BL-Early-careerscientists,DO-BL-Establishedscientists,DO-BL-PhD_students,LocationLatitude,LocationLongitude,LocationAccuracy
R_dgwZHTIlZcEt7dr,Default Response Set,,,,,0,6/27/2014 9:35,6/27/2014 9:38,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,4,5,5,6,2,2,6,7,7,5,4,2,1,128,43,75,1,4,,,,,,,,
R_51QPgApSsbumukl,Default Response Set,,,,,0,6/27/2014 9:29,6/27/2014 9:38,1,,Early,1,1,,1,1,,1,6,6,6,6,6,6,2,6,-99,6,6,6,6,6,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78,54,87,1,4,,,,,,,,
R_0MqkLZdMyl8oidD,Default Response Set,,,,,0,6/27/2014 9:26,6/27/2014 9:38,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,5,7,5,4,6,2,4,6,5,5,6,3,6,5,5,2,,,,,,,,,,,,,,,,,,,,1,36,54,87,1,4,,,,,,,,
R_07kxuE8PljA6Mx7,Default Response Set,,,,,0,6/27/2014 9:21,6/27/2014 9:39,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,2,5,6,6,6,5,5,4,6,5,6,3,4,5,4,1,1,36,44,80,1,4,,,,,,,,
R_a4QHy1k87dLDyIJ,Default Response Set,,,,,0,6/27/2014 9:26,6/27/2014 9:39,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,1,163,36,62,1,4,,,,,,,,
R_9QWVQqRAHhATibr,Default Response Set,,,,,0,6/27/2014 9:35,6/27/2014 9:40,1,,Early,1,1,,1,1,,1,3,6,4,4,7,7,2,-99,6,1,1,2,6,5,6,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,67,94,1,5,,,,,,,,
R_cMzao4GFTEeqb2Z,Default Response Set,,,,,0,6/27/2014 9:35,6/27/2014 9:40,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,7,7,7,7,7,5,7,6,7,7,7,5,4,1,,,,,,,,,,,,,,,,,,,,1,122,56,84,1,4,,,,,,,,
R_081Sr6OPWEutnsp,Default Response Set,,,,,0,6/27/2014 9:34,6/27/2014 9:41,1,,Early,1,1,,1,1,,1,3,4,4,5,4,5,3,4,4,6,2,4,4,4,4,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-99,43,72,1,4,,,,,,,,
R_eh3ZQWhUtLFD9Xf,Default Response Set,,,,,0,6/27/2014 9:34,6/27/2014 9:41,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,3,2,7,7,7,6,6,6,5,5,5,6,6,6,2,3,2,,,,,,,,,,,,,,,,,,,,1,76,47,79,1,4,,,,,,,,
R_5zkE9ThpFf1CnBz,Default Response Set,,,,,0,6/27/2014 9:39,6/27/2014 9:41,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8oGtNMhvBzuzhbv,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 9:42,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,2,6,4,6,5,6,6,6,4,5,5,4,6,3,3,3,1,185,49,79,1,4,,,,,,,,
R_2gwbhgO0ITqKdYF,Default Response Set,,,,,0,6/27/2014 9:38,6/27/2014 9:42,1,,Early,1,1,,1,1,,1,4,4,3,5,6,6,5,6,6,2,3,4,6,6,6,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,58,84,1,4,,,,,,,,
R_bybWAb0vU0wQ1q5,Default Response Set,,,,,0,6/27/2014 9:38,6/27/2014 9:42,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,4,6,6,6,4,5,5,4,2,4,5,5,5,3,3,3,1,84,64,92,1,5,,,,,,,,
R_b76IdkaIFU3IZxP,Default Response Set,,,,,0,6/27/2014 9:22,6/27/2014 9:43,1,,Early,1,1,,1,1,,1,3,5,2,2,3,3,5,3,4,5,2,2,6,3,4,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,168,50,78,1,4,,,,,,,,
R_d6hKX5XU7F5UzPv,Default Response Set,,,,,0,6/27/2014 9:29,6/27/2014 9:43,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,,,,,,,,,,,,,,,,,,,,1,80,56,85,1,4,,,,,,,,
R_5tMLIALSWa6njZX,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 9:44,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,7,6,5,6,6,6,6,1,2,3,6,6,7,4,5,2,,,,,,,,,,,,,,,,,,,,1,61,51,79,1,4,,,,,,,,
R_blyA8CF3fKxUhBH,Default Response Set,,,,,0,6/27/2014 9:33,6/27/2014 9:44,1,,Early,1,1,,1,1,,1,5,2,2,4,5,5,3,5,5,2,5,4,6,4,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,61,90,2,5,,,,,,,,
R_7UoDkC2wjXpZLa5,Default Response Set,,,,,0,6/27/2014 9:39,6/27/2014 9:44,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,5,4,5,5,5,4,5,5,4,4,5,5,5,6,4,3,2,,,,,,,,,,,,,,,,,,,,1,168,51,86,1,4,,,,,,,,
R_2i5o58ydNXeoOc5,Default Response Set,,,,,0,6/27/2014 9:41,6/27/2014 9:45,1,,Early,1,1,,1,1,,1,6,5,6,6,6,5,3,6,6,3,4,5,6,6,5,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,57,87,1,4,,,,,,,,
R_d73gndhBmyOCwND,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 9:46,1,,Early,1,1,,1,1,,1,3,3,3,6,5,5,3,5,5,3,5,3,5,6,6,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,38,70,1,4,,,,,,,,
R_6YJ0m8oDGzfyR7L,Default Response Set,,,,,0,6/27/2014 9:42,6/27/2014 9:46,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,3,5,6,6,6,6,5,5,6,5,6,6,6,6,4,1,168,45,81,2,4,,,,,,,,
R_ba8ApiEzICynGyF,Default Response Set,,,,,0,6/27/2014 9:43,6/27/2014 9:48,1,,Early,1,1,,1,1,,1,6,5,2,6,6,6,3,6,2,6,3,2,5,3,2,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,61,91,2,5,,,,,,,,
R_a41cZEEhokEfHXT,Default Response Set,,,,,0,6/27/2014 9:32,6/27/2014 9:50,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,6,6,5,7,4,6,6,3,5,3,6,7,7,6,5,4,1,86,47,72,1,4,,,,,,,,
R_6VgUf44YjFPAVYp,Default Response Set,,,,,0,6/27/2014 9:49,6/27/2014 9:50,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0ka4D1JFsrusBuZ,Default Response Set,,,,,0,6/27/2014 9:43,6/27/2014 9:51,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,6,7,7,5,5,6,7,6,6,6,7,5,1,-99,46,-99,1,4,,,,,,,,
R_bPMO42ZaxsEScHb,Default Response Set,,,,,0,6/27/2014 9:48,6/27/2014 9:52,1,,Early,1,1,,1,1,,1,4,4,3,5,5,5,4,4,4,5,5,5,5,5,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,30,56,1,4,,,,,,,,
R_dbBLH88GRHOHwNL,Default Response Set,,,,,0,6/27/2014 9:46,6/27/2014 9:53,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,5,6,2,6,6,6,6,6,6,3,2,3,6,7,7,5,6,3,,,,,,,,,,,,,,,,,,,,1,60,63,95,2,4,,,,,,,,
R_2sPt0I5lYMKfiBf,Default Response Set,,,,,0,6/27/2014 9:49,6/27/2014 9:53,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,2,5,6,5,4,3,4,5,3,3,5,5,4,3,3,2,1,84,52,85,1,4,,,,,,,,
R_8IakZ8azVLQZx65,Default Response Set,,,,,0,6/27/2014 9:52,6/27/2014 9:53,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0StAjN0OFAnPHRr,Default Response Set,,,,,0,6/27/2014 9:53,6/27/2014 9:54,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3sdXS55xmE4Im8d,Default Response Set,,,,,0,6/27/2014 9:44,6/27/2014 9:55,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,6,5,3,5,5,2,1,2,6,5,4,2,3,1,1,78,59,90,1,4,,,,,,,,
R_5oG5wjHxDVHcHcN,Default Response Set,,,,,0,6/27/2014 9:52,6/27/2014 9:55,1,,Early,1,1,,1,1,,1,5,4,3,4,5,6,3,6,6,4,5,5,6,3,5,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,44,72,2,4,,,,,,,,
R_cUc8eUNwDWGjFgF,Default Response Set,,,,,0,6/27/2014 9:53,6/27/2014 9:56,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,1,157,40,72,1,4,,,,,,,,
R_8v8g5traEirkMjb,Default Response Set,,,,,0,6/27/2014 9:54,6/27/2014 9:56,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,1,185,31,59,1,4,,,,,,,,
R_2rBrlFSMDkQTkxv,Default Response Set,,,,,0,6/27/2014 9:50,6/27/2014 9:57,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,5,6,3,5,4,5,6,3,3,5,5,5,4,7,5,3,2,,,,,,,,,,,,,,,,,,,,1,65,25,51,1,4,,,,,,,,
R_9zSdCb2wfZHcQcd,Default Response Set,,,,,0,6/27/2014 9:53,6/27/2014 9:58,1,,Early,1,1,,1,1,,1,6,6,4,6,6,4,6,6,6,2,4,3,7,6,6,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,51,81,1,4,,,,,,,,
R_9Fa4xO7giqsWNhz,Default Response Set,,,,,0,6/27/2014 9:55,6/27/2014 10:00,1,,Early,1,1,,1,1,,1,5,5,6,6,5,4,5,5,5,6,3,4,5,3,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,43,90,1,4,,,,,,,,
R_37ylXxo0vVl94Lr,Default Response Set,,,,,0,6/27/2014 9:58,6/27/2014 10:02,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,5,5,5,5,6,5,5,4,6,6,6,6,5,6,4,1,83,35,69,1,4,,,,,,,,
R_0V4nMtyqdl9CrfD,Default Response Set,,,,,0,6/27/2014 9:57,6/27/2014 10:02,1,,Early,1,1,,1,1,,1,3,3,3,5,5,5,3,3,3,4,2,3,5,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,54,84,1,4,,,,,,,,
R_0w7r7TdtioklwgZ,Default Response Set,,,,,0,6/27/2014 9:55,6/27/2014 10:02,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,4,5,4,4,4,6,5,7,1,1,6,6,7,3,2,2,1,123,42,80,1,4,,,,,,,,
R_42Zwru5zoBgVAHz,Default Response Set,,,,,0,6/27/2014 9:53,6/27/2014 10:02,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,3,5,5,3,5,6,3,3,4,5,3,3,2,4,2,1,65,47,77,1,4,,,,,,,,
R_eeWCvL5uGvbNusJ,Default Response Set,,,,,0,6/27/2014 9:57,6/27/2014 10:02,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,3,3,3,5,5,4,2,2,3,3,5,5,4,5,1,185,27,56,1,4,,,,,,,,
R_4GxfAaPucjDVFGt,Default Response Set,,,,,0,6/27/2014 9:55,6/27/2014 10:03,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,7,2,6,6,6,6,6,7,3,6,7,6,6,7,2,7,7,,,,,,,,,,,,,,,,,,,,1,36,57,85,2,4,,,,,,,,
R_dcbBXzNkBS6nY4B,Default Response Set,,,,,0,6/27/2014 9:53,6/27/2014 10:04,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,6,6,5,6,5,4,4,4,5,6,5,5,6,5,4,5,,,,,,,,,,,,,,,,,,,,1,94,64,92,1,5,,,,,,,,
R_5yWx5uBr1cuYP8V,Default Response Set,,,,,0,6/27/2014 10:03,6/27/2014 10:06,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,4,4,4,4,4,6,2,3,4,6,4,4,5,3,2,1,84,41,93,1,4,,,,,,,,
R_9QTrXsT8rjalanz,Default Response Set,,,,,0,6/27/2014 10:01,6/27/2014 10:06,1,,Early,1,1,,1,1,,1,6,6,2,3,3,4,3,3,3,2,2,2,6,3,4,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83,50,88,2,4,,,,,,,,
R_5pYxAC1uVKJ1pqZ,Default Response Set,,,,,0,6/27/2014 10:03,6/27/2014 10:07,1,,Early,1,1,,1,1,,1,7,5,5,7,6,6,6,7,6,6,6,7,5,6,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,47,78,2,4,,,,,,,,
R_cZmyeSB2JFQS55X,Default Response Set,,,,,0,6/27/2014 10:05,6/27/2014 10:08,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,4,5,5,5,5,5,6,4,4,3,6,6,6,6,5,2,1,185,29,53,1,4,,,,,,,,
R_3fUpIezMm19cDgF,Default Response Set,,,,,0,6/27/2014 10:03,6/27/2014 10:09,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,5,5,5,5,3,3,5,5,1,3,4,3,3,3,2,1,1,,,,,,,,,,,,,,,,,,,,1,84,39,66,2,4,,,,,,,,
R_9ov8deKTgMIQc1D,Default Response Set,,,,,0,6/27/2014 10:04,6/27/2014 10:09,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,6,6,6,6,6,6,2,6,4,6,6,6,6,2,2,1,185,33,58,1,4,,,,,,,,
R_3t1MTRi4vLr5g6p,Default Response Set,,,,,0,6/27/2014 10:01,6/27/2014 10:09,1,,Early,1,1,,1,1,,1,5,3,6,4,2,5,5,4,5,4,4,4,6,5,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,55,88,2,4,,,,,,,,
R_d44VsTLA9TZFc8J,Default Response Set,,,,,0,6/27/2014 10:04,6/27/2014 10:09,1,,Early,1,1,,1,1,,1,6,4,4,5,6,6,6,6,6,4,5,5,6,7,7,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,44,89,2,4,,,,,,,,
R_3soLYYnKqWJpUkR,Default Response Set,,,,,0,6/27/2014 10:01,6/27/2014 10:10,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,6,3,6,6,6,6,5,2,3,2,3,7,7,7,6,7,4,,,,,,,,,,,,,,,,,,,,1,163,54,92,2,4,,,,,,,,
R_3OdjI5LY4X4AD3v,Default Response Set,,,,,0,6/27/2014 10:00,6/27/2014 10:12,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,4,6,6,6,-99,7,6,4,6,5,6,7,-99,7,6,3,,,,,,,,,,,,,,,,,,,,1,65,51,84,2,4,,,,,,,,
R_9YpxmFI1IsZZCUB,Default Response Set,,,,,0,6/27/2014 10:10,6/27/2014 10:13,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,5,6,6,6,5,2,3,2,5,5,3,5,3,2,1,61,61,87,2,5,,,,,,,,
R_81flM2mWOkeieI5,Default Response Set,,,,,0,6/27/2014 10:08,6/27/2014 10:13,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,3,4,7,5,6,7,7,4,4,4,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,1,163,41,67,1,4,,,,,,,,
R_8xkbbkutmhGiO21,Default Response Set,,,,,0,6/27/2014 10:11,6/27/2014 10:15,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,3,5,4,5,6,3,3,4,5,5,5,5,5,3,3,2,,,,,,,,,,,,,,,,,,,,1,-99,-99,-99,-99,4,,,,,,,,
R_6JZKjH7gCoqfVzL,Default Response Set,,,,,0,6/27/2014 10:10,6/27/2014 10:17,1,,Early,1,1,,1,1,,1,4,3,3,5,5,4,4,5,2,2,2,2,4,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111,46,79,2,4,,,,,,,,
R_81Aeoo99DldrEB7,Default Response Set,,,,,0,6/27/2014 10:12,6/27/2014 10:18,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,5,3,5,6,5,6,5,4,4,6,4,6,4,6,4,1,185,50,81,2,4,,,,,,,,
R_235BPyFEiP6BOW9,Default Response Set,,,,,0,6/27/2014 10:17,6/27/2014 10:20,1,,Early,1,1,,1,1,,1,5,6,3,6,6,6,5,7,6,5,6,5,6,6,6,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,61,87,1,4,,,,,,,,
R_4IW1X9L2wGnMgu1,Default Response Set,,,,,0,6/27/2014 10:10,6/27/2014 10:21,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,7,7,6,7,7,7,4,6,5,6,6,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,1,153,59,95,2,4,,,,,,,,
R_d4KvA3MadqOp6UR,Default Response Set,,,,,0,6/27/2014 10:03,6/27/2014 10:23,1,,Early,1,1,,1,1,,1,3,5,6,6,6,6,6,6,3,2,6,6,3,2,2,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,44,74,1,4,,,,,,,,
R_2hOGW5TtJCAujQ1,Default Response Set,,,,,0,6/27/2014 10:18,6/27/2014 10:25,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,7,7,7,3,3,5,6,5,6,3,5,2,5,2,,,,,,,,,,,,,,,,,,,,1,140,41,74,1,4,,,,,,,,
R_9pPbfqK5PCqPwln,Default Response Set,,,,,0,6/27/2014 10:21,6/27/2014 10:26,1,,Early,1,1,,1,1,,1,5,4,2,5,3,5,3,5,5,2,4,5,5,5,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,63,92,1,5,,,,,,,,
R_9mAyKuBGJmvmf53,Default Response Set,,,,,0,6/27/2014 10:25,6/27/2014 10:28,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,2,6,6,6,6,5,6,2,2,5,6,5,7,3,5,2,,,,,,,,,,,,,,,,,,,,1,122,64,94,1,5,,,,,,,,
R_1XsYlne7qjHCR9j,Default Response Set,,,,,0,6/27/2014 10:20,6/27/2014 10:29,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-99,6,6,6,5,6,2,6,6,3,6,2,7,6,6,6,6,2,1,83,56,89,2,4,,,,,,,,
R_0CgINfXPeqPX4gJ,Default Response Set,,,,,0,6/27/2014 10:22,6/27/2014 10:30,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,6,2,6,7,5,6,3,7,2,6,6,6,6,7,6,4,2,,,,,,,,,,,,,,,,,,,,1,163,30,59,1,4,,,,,,,,
R_byGT1ykFes6Jl5P,Default Response Set,,,,,0,6/27/2014 10:31,6/27/2014 10:31,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0Of7eYXyu0dp32B,Default Response Set,,,,,0,6/27/2014 10:25,6/27/2014 10:31,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,5,2,4,4,4,4,4,2,2,6,4,3,2,4,2,1,65,37,65,2,4,,,,,,,,
R_4SZJ3Wwkzu2pIxL,Default Response Set,,,,,0,6/27/2014 10:24,6/27/2014 10:32,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,2,5,5,6,3,5,3,1,1,2,7,7,7,7,6,5,1,61,66,93,1,4,,,,,,,,
R_b9Pd35MwuvWMptb,Default Response Set,,,,,0,6/27/2014 10:24,6/27/2014 10:34,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,2,2,6,3,3,3,5,2,3,6,6,3,2,6,2,2,2,,,,,,,,,,,,,,,,,,,,1,-99,35,64,2,4,,,,,,,,
R_brNc5NB8uAm748d,Default Response Set,,,,,0,6/27/2014 10:24,6/27/2014 10:34,1,,Early,1,1,,1,1,,1,4,5,6,6,6,6,5,6,5,4,6,6,6,6,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,179,49,79,2,4,,,,,,,,
R_396gEe4zxpjm6oJ,Default Response Set,,,,,0,6/27/2014 10:25,6/27/2014 10:35,1,,Early,1,1,,1,1,,1,5,6,3,6,6,6,6,5,5,5,5,4,6,6,6,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,41,69,1,4,,,,,,,,
R_dm2GMqFnaxcA1ff,Default Response Set,,,,,0,6/27/2014 9:17,6/27/2014 10:37,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cw162kS90qJDPvf,Default Response Set,,,,,0,6/27/2014 10:22,6/27/2014 10:40,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,5,5,5,6,6,4,4,4,6,6,6,5,3,2,1,172,53,89,1,4,,,,,,,,
R_e8L1pb19mjTkYQZ,Default Response Set,,,,,0,6/27/2014 10:22,6/27/2014 10:40,1,,Early,1,1,,1,1,,1,5,5,3,3,6,6,3,5,3,4,3,3,6,5,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,54,83,2,4,,,,,,,,
R_1LhI4Dgv1tAZO3X,Default Response Set,,,,,0,6/27/2014 10:41,6/27/2014 10:42,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cMyOHlNT6Xlm1c9,Default Response Set,,,,,0,6/27/2014 10:38,6/27/2014 10:42,1,,Early,1,1,,1,1,,1,6,6,5,6,7,5,6,6,5,5,6,6,5,6,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,156,45,80,1,4,,,,,,,,
R_2456hdgpNUwlujb,Default Response Set,,,,,0,6/27/2014 10:04,6/27/2014 10:42,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,7,7,6,7,7,6,6,4,2,3,2,7,7,7,6,3,7,,,,,,,,,,,,,,,,,,,,1,61,57,85,2,5,,,,,,,,
R_8cAeV1rYe2HWqb3,Default Response Set,,,,,0,6/27/2014 10:27,6/27/2014 10:47,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,6,6,7,7,7,6,6,7,2,6,6,7,7,4,5,7,4,,,,,,,,,,,,,,,,,,,,1,65,32,58,1,4,,,,,,,,
