V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Respondent_Group,Screening,Condition,Intro,Consent,Reason_NC,CheckPhD,CheckGroup,Intro_S,Q1_S_Ob,Q2_S_Ob,Q3_S_Ob,Q4_S,Q5_S_Ra,Q6_S_Ra,Q7_S_Op,Q8_S_Op,Q9_S_Op,Q10_S_IQ,Q11_S_IQ,Q12_S_IQ,Q13_S_In,Q14_S_In,Q15_S_In,Q16_S_Co,Q17_S_Co,Q18_S_Co,Intro_H,Q1_H_Ob,Q2_H_Ob,Q3_H_Ob,Q4_H_Ra,Q5_H_Ra,Q6_H_Ra,Q7_H_Op,Q8_H_Op,Q9_H_Op,Q10_H_IQ,Q11_H_IQ,Q12_H_IQ,Q13_H_In,Q14_H_In,Q15_H_In,Q16_H_Co,Q17_H_Co,Q18_H_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_yr_PhD,Dem_gender,Dem_relig,Feedback,DO-BR-FL_13,DO-BL-Scientists,DO-BL-Highly_educated_people,LocationLatitude,LocationLongitude,LocationAccuracy
R_01WHC3e0q29fVoF,Default Response Set,,,,,0,6/17/2014 2:27,6/17/2014 2:31,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,5,2,5,5,4,6,3,5,5,6,5,5,3,5,3,3,2,,,,,,,,,,,,,,,,,,,,1,187,35,63,2,41,,,,,,,
R_4ZAzvZercpaO2vX,Default Response Set,,,,,0,6/17/2014 2:41,6/17/2014 2:42,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_780qvjWYt51ypxP,Default Response Set,,,,,0,6/17/2014 3:04,6/17/2014 3:47,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,6,7,7,6,7,6,6,4,6,6,7,7,7,6,3,,,,,,,,,,,,,,,,,,,,1,36,54,83,2,39,,,,,,,
R_57sYZjBmLbQwZj7,Default Response Set,,,,,0,6/17/2014 3:51,6/17/2014 3:57,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,2,6,6,6,5,7,6,2,2,4,6,4,2,4,4,1,1,9,48,76,2,42,,,,,,,
R_bskQVjtppRvVUJD,Default Response Set,,,,,0,6/17/2014 4:06,6/17/2014 4:07,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7ajwy1kSZX8k3Tn,Default Response Set,,,,,0,6/17/2014 4:21,6/17/2014 4:26,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,4,4,5,6,5,5,4,5,2,2,4,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,1,61,57,86,2,38,,,,,,,
R_3kGjkaM53ANiwHb,Default Response Set,,,,,0,6/17/2014 4:18,6/17/2014 4:43,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,3,3,5,7,7,5,7,5,1,3,3,6,2,2,3,3,1,1,36,63,90,2,38,,,,,,,
R_8800RE9SP4LhTff,Default Response Set,,,,,0,6/17/2014 4:40,6/17/2014 4:47,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,1,3,5,3,5,5,5,3,5,5,5,5,1,1,1,5,1,1,86,55,94,1,39,,,,,,,
R_9u8k5EnI48dZdcN,Default Response Set,,,,,0,6/17/2014 6:30,6/17/2014 6:36,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,6,5,6,6,5,2,5,5,2,5,6,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,1,78,65,91,2,43,,,,,,,
R_cMSeY1VQa6Ew4kd,Default Response Set,,,,,0,6/17/2014 6:39,6/17/2014 6:40,1,Scientists,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6nDhZKb6Yc1CD53,Default Response Set,,,,,0,6/17/2014 7:34,6/17/2014 7:39,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,5,6,3,6,2,3,2,2,3,2,4,2,3,2,2,5,1,65,50,80,1,43,,,,,,,
R_3PjQf7mP6WH9q2F,Default Response Set,,,,,0,6/17/2014 7:55,6/17/2014 8:00,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,7,5,6,6,6,7,4,5,5,6,6,6,5,4,3,,,,,,,,,,,,,,,,,,,,1,48,62,92,2,38,,,,,,,
R_b3HaeIgzkhGsfR3,Default Response Set,,,,,0,6/17/2014 7:40,6/17/2014 8:18,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,7,4,7,6,7,6,6,7,2,5,5,7,7,7,5,7,4,,,,,,,,,,,,,,,,,,,,1,78,51,92,2,42,,,,,,,
R_4MfFHjMmsRGDeC1,Default Response Set,,,,,0,6/17/2014 8:16,6/17/2014 8:23,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,6,6,6,5,5,5,2,4,4,5,6,6,4,4,2,1,168,46,86,1,39,,,,,,,
R_8wVM4j75WwbsEMB,Default Response Set,,,,,0,6/17/2014 8:25,6/17/2014 8:30,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,5,2,4,4,5,4,5,5,5,5,6,5,4,5,5,4,3,,,,,,,,,,,,,,,,,,,,1,162,48,-99,1,43,,,,,,,
R_8eKp5U902i2Z2Id,Default Response Set,,,,,0,6/17/2014 8:42,6/17/2014 8:47,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,2,5,6,6,5,5,5,3,4,4,6,5,6,4,5,3,,,,,,,,,,,,,,,,,,,,1,84,58,86,1,41,,,,,,,
R_cHg79D1GvTYYeGh,Default Response Set,,,,,0,6/17/2014 8:40,6/17/2014 8:48,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,3,6,5,6,6,6,5,2,2,2,2,1,3,3,2,1,163,59,87,1,38,,,,,,,
R_9FbqOPWwemIrtWd,Default Response Set,,,,,0,6/17/2014 5:13,6/17/2014 8:50,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,3,5,2,5,6,6,6,2,2,6,6,6,3,3,6,3,,,,,,,,,,,,,,,,,,,,1,36,45,79,2,41,,,,,,,
R_88m2bKDPZwd28Dz,Default Response Set,,,,,0,6/17/2014 9:03,6/17/2014 9:08,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,2,3,7,4,4,5,6,6,2,3,5,5,2,2,2,3,1,1,122,53,82,2,38,,,,,,,
R_a9H4jQEnv0OcbkN,Default Response Set,,,,,0,6/17/2014 9:32,6/17/2014 9:37,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,7,5,6,7,6,7,2,6,4,2,5,7,7,7,2,6,6,,,,,,,,,,,,,,,,,,,,1,84,40,69,2,42,,,,,,,
R_9vOVeVObxvDTbLf,Default Response Set,,,,,0,6/17/2014 9:47,6/17/2014 9:58,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,5,6,6,6,6,6,6,6,6,6,2,6,3,2,6,3,3,1,179,50,84,1,39,,,,,,,
R_6VElpviEv8QI2ax,Default Response Set,,,,,0,6/17/2014 10:28,6/17/2014 10:29,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8HOhqPU9SKQCLpr,Default Response Set,,,,,0,6/17/2014 10:44,6/17/2014 10:48,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,7,4,5,7,7,7,4,5,3,3,5,7,7,7,6,3,2,1,163,54,85,2,38,,,,,,,
R_095OcGLiW5GFreJ,Default Response Set,,,,,0,6/17/2014 8:14,6/17/2014 10:56,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ehOSz0HF3uuNrF3,Default Response Set,,,,,0,6/17/2014 10:58,6/17/2014 11:03,1,Scientists,,Scientists_Scientists,1,1,,1,2,1,6,6,6,7,6,7,6,5,6,6,6,6,6,7,6,6,5,2,,,,,,,,,,,,,,,,,,,,1,168,22,58,1,39,,,,,,,
R_3K6fU91UQvb4BAV,Default Response Set,,,,,0,6/16/2014 23:35,6/17/2014 11:57,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,1,-99,-99,-99,-99,-99,,,,,,,
R_0TKeyZLO9twaTFr,Default Response Set,,,,,0,6/17/2014 12:45,6/17/2014 12:51,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,3,1,185,52,79,2,42,,,,,,,
R_3eeeW9KnVOp7NeR,Default Response Set,,,,,0,6/17/2014 13:15,6/17/2014 13:16,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_01xyr2VnTSv5VkN,Default Response Set,,,,,0,6/17/2014 15:56,6/17/2014 16:00,1,Scientists,,Scientists_Scientists,1,1,,2,,1,6,6,2,7,6,6,6,6,6,4,5,4,6,6,7,4,2,1,,,,,,,,,,,,,,,,,,,,1,31,65,97,1,39,,,,,,,
R_eOEsR3cweJVAzGJ,Default Response Set,,,,,0,6/17/2014 18:06,6/17/2014 18:13,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,7,6,2,6,6,6,6,5,6,6,6,6,6,2,1,142,37,79,1,43,,,,,,,
R_817YDfJvbhF0kdf,Default Response Set,,,,,0,6/17/2014 18:48,6/17/2014 18:55,1,Scientists,,Scientists_Scientists,1,1,,1,2,1,5,6,2,7,7,7,6,6,6,3,7,7,6,6,4,5,5,1,,,,,,,,,,,,,,,,,,,,1,187,22,65,2,39,,,,,,,
R_3QQUn8ujVMIxeHr,Default Response Set,,,,,0,6/17/2014 21:21,6/17/2014 21:24,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,6,5,4,5,5,3,6,6,5,5,5,4,5,1,1,187,49,82,1,38,,,,,,,
R_3QnxqlJ8h2AfOYt,Default Response Set,,,,,0,6/18/2014 0:56,6/18/2014 1:04,1,Scientists,,Scientists_Scientists,1,1,,2,,1,5,5,5,6,5,7,6,5,6,4,6,6,6,6,5,5,4,4,,,,,,,,,,,,,,,,,,,,1,137,68,97,1,44,,,,,,,
R_74jwZPnwSyiZXwh,Default Response Set,,,,,0,6/18/2014 13:30,6/18/2014 13:31,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0SoSzSkYYtFFdT7,Default Response Set,,,,,0,6/18/2014 15:06,6/18/2014 15:09,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,,,,,,,
R_9yQ6rsEVtmgOkPr,Default Response Set,,,,,0,6/18/2014 16:45,6/18/2014 16:53,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,2,1,5,5,6,3,4,3,5,4,5,4,2,-99,2,4,1,,,,,,,,,,,,,,,,,,,,1,187,27,57,1,38,,,,,,,
R_5hSlEZke0pZdwLb,Default Response Set,,,,,0,6/19/2014 4:05,6/19/2014 4:11,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,5,5,6,6,6,6,6,4,6,5,5,5,4,2,1,187,35,68,1,41,,,,,,,
R_4JIXEsk0M3Go2rz,Default Response Set,,,,,0,6/19/2014 10:45,6/19/2014 10:47,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bKktwN4NPcMMIu1,Default Response Set,,,,,0,6/19/2014 10:59,6/19/2014 11:06,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,5,6,6,6,7,4,6,5,6,6,5,7,7,6,1,36,58,86,2,39,,,,,,,
R_8ihYxlzydz3PGS1,Default Response Set,,,,,0,6/19/2014 11:29,6/19/2014 11:43,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,6,5,6,6,4,6,2,3,2,4,5,5,4,6,2,,,,,,,,,,,,,,,,,,,,1,80,60,94,1,43,,,,,,,
R_6tcX3zHLwOOEEPr,Default Response Set,,,,,0,6/19/2014 15:28,6/19/2014 15:28,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6JTZDTm2JqWGnmR,Default Response Set,,,,,0,6/19/2014 20:38,6/19/2014 20:39,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_enEGR1g2k340zIx,Default Response Set,,,,,0,6/20/2014 16:34,6/20/2014 16:39,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,5,2,5,5,3,3,2,3,1,1,1,5,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,1,24,54,82,2,40,,,,,,,
R_54nDMmyO11dCBN3,Default Response Set,,,,,0,6/21/2014 7:18,6/21/2014 7:27,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,6,6,6,6,6,6,6,5,5,6,6,6,5,4,2,,,,,,,,,,,,,,,,,,,,1,83,36,66,2,39,,,,,,,
R_e8z0SiWvtUZZo8Z,Default Response Set,,,,,0,6/22/2014 9:40,6/22/2014 9:48,1,Scientists,,Scientists_Educated,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,5,6,7,6,2,5,4,7,7,7,3,5,1,1,123,65,92,2,39,,,,,,,
R_aVHYu8iJHSWNt8V,Default Response Set,,,,,0,6/23/2014 17:19,6/23/2014 17:23,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,7,3,7,6,7,6,6,7,2,4,4,7,7,7,7,3,3,,,,,,,,,,,,,,,,,,,,1,187,55,83,1,41,,,,,,,
R_8C7kou2dxOwl15z,Default Response Set,,,,,0,6/23/2014 17:40,6/23/2014 17:44,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,6,6,7,7,6,4,2,3,7,7,7,5,4,4,1,187,40,75,1,43,,,,,,,
R_2ox8N1STccOUCy1,Default Response Set,,,,,0,6/23/2014 20:21,6/23/2014 20:26,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,3,3,5,5,6,5,6,5,3,2,3,5,4,4,3,4,2,1,128,66,92,2,38,,,,,,,
R_25eEONMtkohmY5L,Default Response Set,,,,,0,6/24/2014 17:11,6/24/2014 17:15,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,6,2,5,5,5,4,6,4,2,3,5,6,3,2,3,5,1,,,,,,,,,,,,,,,,,,,,1,122,49,81,2,39,,,,,,,
R_b7cDuptd9QZco8R,Default Response Set,,,,,0,6/26/2014 12:38,6/26/2014 12:47,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,6,7,5,5,5,6,4,5,6,5,6,5,4,5,1,163,38,65,1,38,,,,,,,
R_412VlgM8mvYfd4x,Default Response Set,,,,,0,6/27/2014 8:52,6/27/2014 8:58,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,6,4,7,5,7,2,4,2,2,3,4,7,7,-99,5,7,7,,,,,,,,,,,,,,,,,,,,1,142,53,89,2,44,,,,,,,
R_5bEfUuYGKZ9nCwB,Default Response Set,,,,,0,6/27/2014 8:56,6/27/2014 8:59,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,5,4,6,5,4,5,4,5,3,3,5,5,3,2,2,4,2,1,185,62,87,1,43,,,,,,,
R_1MPiIomkqJvVkEJ,Default Response Set,,,,,0,6/27/2014 8:54,6/27/2014 8:59,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,4,5,4,5,4,3,6,2,2,2,4,5,3,3,4,2,1,9,64,94,1,40,,,,,,,
R_6M4MOWIaYjdgsEB,Default Response Set,,,,,0,6/27/2014 8:55,6/27/2014 8:59,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,6,6,5,5,6,5,4,6,4,6,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,1,128,40,69,1,38,,,,,,,
R_3JZ4hs8rSFqHH1z,Default Response Set,,,,,0,6/27/2014 8:56,6/27/2014 8:59,1,Scientists,,Scientists_Scientists,1,1,,1,6,1,6,6,3,5,6,6,6,6,6,-99,2,2,7,7,7,6,5,5,,,,,,,,,,,,,,,,,,,,1,185,56,92,2,39,,,,,,,
R_5aKc3IpHgOhehJH,Default Response Set,,,,,0,6/27/2014 8:54,6/27/2014 9:01,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,6,6,6,2,5,5,6,4,4,4,6,6,1,2,6,2,,,,,,,,,,,,,,,,,,,,1,86,62,91,1,41,,,,,,,
R_6Ye9i9vgLBWPfV3,Default Response Set,,,,,0,6/27/2014 8:52,6/27/2014 9:01,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,2,5,7,5,5,3,5,6,5,7,3,5,3,3,1,86,62,89,1,42,,,,,,,
R_1IcozKR9zsNH4Ut,Default Response Set,,,,,0,6/27/2014 8:56,6/27/2014 9:01,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,4,2,4,4,6,2,6,6,2,5,4,6,4,2,6,2,2,1,86,43,82,1,41,,,,,,,
R_e8tt2uysS5yVTO5,Default Response Set,,,,,0,6/27/2014 9:01,6/27/2014 9:02,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3aOcM4cJYkzPgXj,Default Response Set,,,,,0,6/27/2014 9:02,6/27/2014 9:02,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_50Z0vZm1QOQ3H8N,Default Response Set,,,,,0,6/27/2014 9:02,6/27/2014 9:02,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6QiJ3SE9MsW2C8t,Default Response Set,,,,,0,6/27/2014 9:00,6/27/2014 9:02,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,4,1,5,2,5,3,1,1,1,3,1,2,1,1,185,36,62,1,38,,,,,,,
R_cvSBuGklqNPaEZf,Default Response Set,,,,,0,6/27/2014 8:59,6/27/2014 9:03,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,5,4,5,6,3,5,5,5,3,2,4,5,2,2,4,3,2,1,61,49,78,1,39,,,,,,,
R_78vlp8jLqleqPZP,Default Response Set,,,,,0,6/27/2014 8:58,6/27/2014 9:03,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,7,6,7,7,7,6,6,6,5,4,6,7,6,7,7,5,5,,,,,,,,,,,,,,,,,,,,1,163,38,66,2,42,,,,,,,
R_71bzRhJ8OCiPpv7,Default Response Set,,,,,0,6/27/2014 8:53,6/27/2014 9:04,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,7,6,6,5,3,5,3,3,4,5,5,6,2,4,2,,,,,,,,,,,,,,,,,,,,1,57,59,89,1,38,,,,,,,
R_9pFGXPwCdgIRURD,Default Response Set,,,,,0,6/27/2014 9:00,6/27/2014 9:04,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,5,3,6,6,6,6,4,2,3,3,5,5,6,6,3,3,3,,,,,,,,,,,,,,,,,,,,1,162,55,84,1,44,,,,,,,
R_1XmdDtRVOX9exkp,Default Response Set,,,,,0,6/27/2014 9:04,6/27/2014 9:04,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ezVvlYsOK5ZsRDv,Default Response Set,,,,,0,6/27/2014 8:59,6/27/2014 9:04,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,2,1,5,6,5,1,2,1,6,5,5,5,4,4,1,2,1,,,,,,,,,,,,,,,,,,,,1,187,38,82,2,38,,,,,,,
R_8ArSiTR6mCsipsp,Default Response Set,,,,,0,6/27/2014 9:04,6/27/2014 9:04,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cAtAl6tSOQTrYDX,Default Response Set,,,,,0,6/27/2014 8:58,6/27/2014 9:05,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,7,6,6,7,7,6,2,5,4,7,7,7,2,6,2,,,,,,,,,,,,,,,,,,,,1,83,55,89,2,44,,,,,,,
R_868brzTCpo6iUpT,Default Response Set,,,,,0,6/27/2014 9:01,6/27/2014 9:06,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,3,3,3,3,4,5,5,5,2,5,4,5,5,4,3,3,2,,,,,,,,,,,,,,,,,,,,1,128,55,86,2,41,,,,,,,
R_1zaVeEphAwwbg7r,Default Response Set,,,,,0,6/27/2014 9:00,6/27/2014 9:06,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,2,2,4,2,6,5,6,2,2,1,2,2,2,3,6,4,1,94,56,95,1,38,,,,,,,
R_czFOp6KCT8B5cS9,Default Response Set,,,,,0,6/27/2014 9:06,6/27/2014 9:07,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_39iBGKDdkFvFYC9,Default Response Set,,,,,0,6/27/2014 9:04,6/27/2014 9:08,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,2,5,5,4,2,5,3,6,3,3,4,2,2,2,2,1,1,185,62,88,1,43,,,,,,,
R_3jyGfDufIcnX4vb,Default Response Set,,,,,0,6/27/2014 9:08,6/27/2014 9:08,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9MtIqlcGVfDgUFn,Default Response Set,,,,,0,6/27/2014 9:07,6/27/2014 9:08,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4JwwWe7zbelLiPX,Default Response Set,,,,,0,6/27/2014 9:07,6/27/2014 9:09,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,6,5,4,6,4,5,3,4,5,4,4,4,3,2,5,2,1,9,62,89,1,38,,,,,,,
R_20kCyicL9uTxWst,Default Response Set,,,,,0,6/27/2014 9:03,6/27/2014 9:10,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,6,6,6,4,4,4,4,5,6,4,4,4,6,4,1,36,59,88,1,42,,,,,,,
R_8q9ASgqblrTR5Nr,Default Response Set,,,,,0,6/27/2014 9:05,6/27/2014 9:10,1,Scientists,,Scientists_Scientists,1,1,,2,,1,6,6,6,6,6,6,5,7,6,5,6,4,6,6,7,6,6,5,,,,,,,,,,,,,,,,,,,,1,122,49,96,2,41,,,,,,,
R_9Z8PoTXROPzfte5,Default Response Set,,,,,0,6/27/2014 9:04,6/27/2014 9:10,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,7,6,4,6,6,7,7,7,3,3,3,5,7,7,6,3,4,,,,,,,,,,,,,,,,,,,,1,86,53,94,1,39,,,,,,,
R_3fMW1caFaxUVcmp,Default Response Set,,,,,0,6/27/2014 9:10,6/27/2014 9:10,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3VtuxN0WRPVbfk9,Default Response Set,,,,,0,6/27/2014 9:05,6/27/2014 9:11,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,2,2,2,5,5,5,3,1,2,3,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,1,65,61,92,2,43,,,,,,,
R_026ordno6muz7eJ,Default Response Set,,,,,0,6/27/2014 9:05,6/27/2014 9:12,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,3,5,6,3,7,3,7,3,3,4,7,7,7,6,5,2,,,,,,,,,,,,,,,,,,,,1,61,51,79,1,41,,,,,,,
R_7UoT1qiGXIIFpxr,Default Response Set,,,,,0,6/27/2014 9:06,6/27/2014 9:12,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,6,5,5,5,3,5,5,2,2,2,6,6,2,7,5,5,1,137,54,82,2,39,,,,,,,
R_eESQ9rf3fSiN8ZT,Default Response Set,,,,,0,6/27/2014 9:12,6/27/2014 9:13,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7O2YfWGHkFIbMnr,Default Response Set,,,,,0,6/27/2014 9:08,6/27/2014 9:14,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,2,6,6,7,7,7,7,4,5,4,4,7,7,4,4,2,1,168,53,95,2,41,,,,,,,
R_8qZWOsVfmZ4AVfL,Default Response Set,,,,,0,6/27/2014 9:07,6/27/2014 9:15,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,6,4,6,7,6,6,5,4,5,6,6,7,7,7,6,5,4,,,,,,,,,,,,,,,,,,,,1,36,49,80,1,44,,,,,,,
R_aWQ2PI8DMLTliv3,Default Response Set,,,,,0,6/27/2014 9:13,6/27/2014 9:17,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,6,5,2,6,6,6,3,6,6,1,2,2,4,3,4,5,5,2,1,84,61,96,1,38,,,,,,,
R_7VVFTCodzAIMJuZ,Default Response Set,,,,,0,6/27/2014 9:12,6/27/2014 9:17,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,3,2,7,4,6,6,7,6,6,6,4,4,5,5,2,4,2,,,,,,,,,,,,,,,,,,,,1,163,34,59,1,39,,,,,,,
R_5cGRnzl4m3ftMyh,Default Response Set,,,,,0,6/27/2014 9:12,6/27/2014 9:18,1,Scientists,,Scientists_Educated,1,1,,1,2,,,,,,,,,,,,,,,,,,,,1,3,3,2,4,5,5,5,6,6,3,3,3,5,6,5,5,3,2,1,187,21,48,2,39,,,,,,,
